k,salt,T,c,The number of atoms,The number of carbon atoms,The number of oxygen atoms,The ratio of carbon atoms to oxygen atoms,The number of rings,Molecular weight,Molecular radius,Molecular dipole moment,Average electronegativity,Average ionization energy,Average electron affinity
1.96863845,LiPF6,263.15,0.76381948,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
2.927332993,LiPF6,273.15,0.766216216,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
4.049209587,LiPF6,283.15,0.769020908,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
5.252422234,LiPF6,293.15,0.773278939,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
6.557878633,LiPF6,303.15,0.77654258,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
7.965833758,LiPF6,313.15,0.777562468,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
9.434217236,LiPF6,323.15,0.782483427,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
10.90260071,LiPF6,333.15,0.787404386,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.497960224,LiPF6,243.15,0.870142784,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.069097399,LiPF6,253.15,0.871570627,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.803161652,LiPF6,263.15,0.874655788,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
2.721570627,LiPF6,273.15,0.87445181,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
3.863590005,LiPF6,283.15,0.878556859,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
5.08745538,LiPF6,293.15,0.881616522,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
6.474247833,LiPF6,303.15,0.886333503,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
7.90209077,LiPF6,313.15,0.889903111,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
9.43217746,LiPF6,323.15,0.892478327,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
11.02320245,LiPF6,333.15,0.89645589,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.370984192,LiPF6,243.15,0.992325344,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.86027537,LiPF6,253.15,0.994798572,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.532891382,LiPF6,263.15,0.998980112,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
2.430392657,LiPF6,273.15,1.001223865,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
3.553289138,LiPF6,283.15,0.999031107,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
4.81718511,LiPF6,293.15,1.005940847,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
6.204487506,LiPF6,303.15,1.008159102,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
7.713921469,LiPF6,313.15,1.011932687,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
9.264150943,LiPF6,323.15,1.015808261,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
10.87531871,LiPF6,333.15,1.021086181,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.199643039,LiPF6,243.15,1.131896991,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.627740948,LiPF6,253.15,1.134217236,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.239928608,LiPF6,263.15,1.134497705,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
2.07572667,LiPF6,273.15,1.1390872,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
3.157317695,LiPF6,283.15,1.139291178,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
4.360785314,LiPF6,293.15,1.142299847,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
5.74808771,LiPF6,303.15,1.144518103,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
7.215961244,LiPF6,313.15,1.151937787,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
8.82763896,LiPF6,323.15,1.154716981,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
10.52065273,LiPF6,333.15,1.158949516,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.042580316,LiPF6,243.15,1.301504335,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.36945436,LiPF6,253.15,1.29982152,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.879398266,LiPF6,263.15,1.301096379,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.654258032,LiPF6,273.15,1.304283529,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
2.572412035,LiPF6,283.15,1.305328914,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
3.755226925,LiPF6,293.15,1.309535951,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
5.060428353,LiPF6,303.15,1.314048955,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
6.549719531,LiPF6,313.15,1.316522183,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
8.140744518,LiPF6,323.15,1.320499745,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
9.81336053,LiPF6,333.15,1.324681285,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0,LiPF6,243.15,1.498597654,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.124681285,LiPF6,253.15,1.499209587,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
0.470933197,LiPF6,263.15,1.502575217,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.144314125,LiPF6,273.15,1.503008669,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.939826619,LiPF6,283.15,1.50499745,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
3.021162672,LiPF6,293.15,1.50645079,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
4.224630291,LiPF6,303.15,1.509459459,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
5.672616012,LiPF6,313.15,1.514329424,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
7.182559918,LiPF6,323.15,1.515604284,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
8.83426823,LiPF6,333.15,1.522233554,11.73,3.49,2.1,0.8617,0.42,97.8945,3.0606779,3.09415,3.04464,12.92719,-1.64414
1.651813368,LiPF6,243.15,0.431092017,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.524527925,LiPF6,253.15,0.431231891,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.5064442,LiPF6,263.15,0.430152862,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.652113098,LiPF6,273.15,0.427794985,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.815865721,LiPF6,283.15,0.426516135,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
7.088620242,LiPF6,293.15,0.426216405,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.434109302,LiPF6,303.15,0.425836747,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.852732541,LiPF6,313.15,0.420981117,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.21640524,LiPF6,323.15,0.420581477,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.6164452,LiPF6,333.15,0.420141872,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.658507343,LiPF6,243.15,0.557458288,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.603956439,LiPF6,253.15,0.557518234,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.695074433,LiPF6,263.15,0.555220302,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.985912679,LiPF6,273.15,0.5559996,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.349785193,LiPF6,283.15,0.553401938,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
7.840943151,LiPF6,293.15,0.550664402,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.386652013,LiPF6,303.15,0.54786692,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.96852832,LiPF6,313.15,0.547227495,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.62333899,LiPF6,323.15,0.544310121,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
14.24158258,LiPF6,333.15,0.543630732,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.614347088,LiPF6,243.15,0.643221101,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.578079728,LiPF6,253.15,0.642162054,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.723648716,LiPF6,263.15,0.640903187,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.051153961,LiPF6,273.15,0.638345489,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.524028374,LiPF6,283.15,0.636726946,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.106004596,LiPF6,293.15,0.63498851,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.797182536,LiPF6,303.15,0.632031172,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.5064442,LiPF6,313.15,0.630152862,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
13.27005695,LiPF6,323.15,0.630412629,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
15.0158857,LiPF6,333.15,0.626296333,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.533819562,LiPF6,243.15,0.729023879,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.497552203,LiPF6,253.15,0.727964832,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.67948846,LiPF6,263.15,0.726666001,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.06134479,LiPF6,273.15,0.726246378,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.607053652,LiPF6,283.15,0.723448896,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.243580777,LiPF6,293.15,0.721650515,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.02567689,LiPF6,303.15,0.718593266,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.84394045,LiPF6,313.15,0.717694075,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
13.73503847,LiPF6,323.15,0.715615946,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
15.57158557,LiPF6,333.15,0.713597762,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.378159656,LiPF6,243.15,0.841282845,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.323708662,LiPF6,253.15,0.840243781,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.50574483,LiPF6,263.15,0.837845939,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.942052153,LiPF6,273.15,0.838465381,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.542311919,LiPF6,283.15,0.835607953,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.288040763,LiPF6,293.15,0.832590668,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.12468778,LiPF6,303.15,0.829473474,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.05205315,LiPF6,313.15,0.828454391,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
14.05245279,LiPF6,323.15,0.824058347,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
16.05245279,LiPF6,333.15,0.824058347,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.22249975,LiPF6,243.15,0.953541812,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.077030672,LiPF6,253.15,0.953701668,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.25896693,LiPF6,263.15,0.952402837,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.713657708,LiPF6,273.15,0.950804276,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.313817564,LiPF6,283.15,0.949045859,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.095813768,LiPF6,293.15,0.947087621,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.05984614,LiPF6,303.15,0.942731542,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.04186232,LiPF6,313.15,0.940553502,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
14.13288041,LiPF6,323.15,0.939354581,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
16.24218204,LiPF6,333.15,0.937036667,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.97532221,LiPF6,243.15,1.072494755,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.866120492,LiPF6,253.15,1.073713658,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.993405935,LiPF6,263.15,1.073573784,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.375462084,LiPF6,273.15,1.070956139,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.993805575,LiPF6,283.15,1.06917774,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
7.830352683,LiPF6,293.15,1.067159556,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.776001599,LiPF6,303.15,1.065021481,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.83075232,LiPF6,313.15,1.062763513,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
14.0128884,LiPF6,323.15,1.05926666,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
16.19492457,LiPF6,333.15,1.056868818,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.780697372,LiPF6,243.15,1.213367969,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.453292037,LiPF6,253.15,1.214826656,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.562593666,LiPF6,263.15,1.212508742,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.92636627,LiPF6,273.15,1.211010091,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.526526126,LiPF6,283.15,1.209251673,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
7.326805875,LiPF6,293.15,1.206174443,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.326905785,LiPF6,303.15,1.205075432,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.43620741,LiPF6,313.15,1.202757518,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
13.60005995,LiPF6,323.15,1.200379658,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
15.87301429,LiPF6,333.15,1.197881906,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.512238985,LiPF6,243.15,1.366410231,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.166849835,LiPF6,253.15,1.365690878,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.148766111,LiPF6,263.15,1.364611849,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.403336997,LiPF6,273.15,1.364332101,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.949045859,LiPF6,283.15,1.361534619,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.694674793,LiPF6,293.15,1.359616345,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.622040164,LiPF6,303.15,1.358597262,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.74972525,LiPF6,313.15,1.354061345,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.96802877,LiPF6,323.15,1.35272255,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
15.27735038,LiPF6,333.15,1.350184834,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.275552003,LiPF6,243.15,1.56996703,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.80287741,LiPF6,253.15,1.569387551,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.584873614,LiPF6,263.15,1.567429314,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
2.675791787,LiPF6,273.15,1.567329404,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.112298931,LiPF6,283.15,1.565750824,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
5.767009691,LiPF6,293.15,1.563932461,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
7.658107703,LiPF6,303.15,1.561854331,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
9.731042062,LiPF6,313.15,1.559576381,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
11.89509442,LiPF6,323.15,1.5550005,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
14.20441603,LiPF6,333.15,1.552462783,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.071935258,LiPF6,243.15,1.809751224,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.417424318,LiPF6,253.15,1.809371566,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.999300629,LiPF6,263.15,1.808732141,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
1.890298731,LiPF6,273.15,1.807753022,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
3.145069438,LiPF6,283.15,1.805275252,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
4.61784394,LiPF6,293.15,1.80475572,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
6.381856329,LiPF6,303.15,1.800619443,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
8.327205515,LiPF6,313.15,1.801778399,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
10.45469078,LiPF6,323.15,1.799440504,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
12.7096613,LiPF6,333.15,1.794764712,12.9,3.7,3,1.231,0.6,98.685,3.342707,3.4645,2.9502,12.3217,-1.3502
0.583492958,LiPF6,233.75,0.284,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.006028169,LiPF6,243.65,0.284,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.513070423,LiPF6,253.35,0.284,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
2.161014085,LiPF6,263.15,0.282,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
2.921633803,LiPF6,272.95,0.28,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
3.766535211,LiPF6,282.85,0.286,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
4.61171831,LiPF6,292.65,0.282,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
5.513014085,LiPF6,302.55,0.286,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
6.499042254,LiPF6,312.45,0.282,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
7.52715493,LiPF6,322.35,0.284,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
8.541295775,LiPF6,332.15,0.282,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
0.623380282,LiPF6,233.75,0.368,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.088112676,LiPF6,243.65,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.693746479,LiPF6,253.35,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
2.426140845,LiPF6,263.15,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
3.299323944,LiPF6,272.95,0.372,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
4.257126761,LiPF6,282.85,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
5.285183099,LiPF6,292.65,0.374,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
6.412,LiPF6,302.55,0.372,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
7.566929577,LiPF6,312.45,0.372,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
8.764169014,LiPF6,322.35,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
10.00360563,LiPF6,332.15,0.37,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
0.621126761,LiPF6,233.75,0.448,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.114084507,LiPF6,243.65,0.448,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
1.747887324,LiPF6,253.35,0.448,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
2.578760563,LiPF6,263.15,0.452,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
3.550704225,LiPF6,272.95,0.448,14,4.2,3,1.398,0.8,105.298,3.359784,3.8878,2.9216,12.2458,-1.3438
